"","id","institutionCode","collectionCode","ownerInstitutionCode","basisOfRecord","occurrenceID","catalogNumber","otherCatalogNumbers","kingdom","phylum","class","order","family","scientificName","taxonID","scientificNameAuthorship","genus","specificEpithet","taxonRank","infraspecificEpithet","identifiedBy","dateIdentified","identificationReferences","identificationRemarks","taxonRemarks","identificationQualifier","typeStatus","recordedBy","recordedByID","associatedCollectors","recordNumber","eventDate","year","month","day","startDayOfYear","endDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","substrate","host","verbatimAttributes","fieldNumber","informationWithheld","dataGeneralizations","dynamicProperties","associatedTaxa","reproductiveCondition","establishmentMeans","cultivationStatus","lifeStage","sex","individualCount","samplingProtocol","samplingEffort","preparations","country","stateProvince","county","municipality","locality","locationRemarks","localitySecurity","localitySecurityReason","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimCoordinates","georeferencedBy","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimElevation","disposition","language","recordEnteredBy","modified","sourcePrimaryKey.dbpk","collId","recordId","references"
"146277","5492246","N/A","","","HumanObservation","","990295","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Entolomataceae","Entoloma aromaticum","181630","E. Horak","Entoloma","aromaticum","","","","","","","","","","Ratkowsky, D. David","","","","1999-11-15","1999","11","15","319","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-43.19999574192181","146.86667240855093","","100","489168.0, 5216967.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","a7813f12-2c18-4ddb-bb29-39ce1d1afa2e","105","urn:uuid:7895e518-bef3-4c93-9dd3-f30e89390b3c","http://mycoportal.org/portal/collections/individual/index.php?occid=5492246"
"167923","5514759","N/A","","","HumanObservation","","85365","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Polyporales","Fomitopsidaceae","Postia punctata","389911","Rajchenb. & P.K. Buchanan","Postia","punctata","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","1999-07-25","1999","7","25","206","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-41.23332","147.216676","","1000","","","","","","","","","","","","","","","","2018-08-23 19:17:58","c4487c73-bfd1-466b-9568-217853613259","105","urn:uuid:8ab4b287-ed7a-4417-abd3-7f4b05d66f9d","http://mycoportal.org/portal/collections/individual/index.php?occid=5514759"
"40771","5382432","N/A","","","HumanObservation","84407380-9a57-4342-8864-d16dffa84cae","","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Mycenaceae","Mycena interrupta","185958","(Berk.) Sacc.","Mycena","interrupta","","","","","","","","","","Richter, R. Reiner","","","https://biocollect.ala.org.au/si","2016-04-30","2016","4","30","121","","","","","","","","","","","","","","","","","","1","","","","Australia","Victoria","","","","","0","","-37.89275436","145.35701752","","500","[145.35701752, -37.89275436]","","","","","","","","","","","","","","","2018-08-23 19:17:58","1a72a475-f87f-46e5-9220-83c8f598d435","105","urn:uuid:67e8aec2-6d83-4d3e-b01e-7a6685f8fc1f","http://mycoportal.org/portal/collections/individual/index.php?occid=5382432"
"13876","3061594","KANU","KU-F","","PreservedSpecimen","urn:uuid:3257ade3-6a54-401d-8e22-e7c0d9bc792f","KU-F-228","AUS-73-1","Fungi","Fungi Incertae Sedis","","Harpellales","Legeriomycetaceae","Glotzia tasmaniensis","228889","Lichtw. & M.C. Williams","Glotzia","tasmaniensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Slide","Australia","Tasmania","","","Black Bobs Rivulet","","0","","-42.387726","146.591903","WGS84","14712","","rhbaldree (2017-09-08 09:04:38)","","georef batch tool 2017-09-08; GeoLocate","reviewed - high confidence","","","","","","","","","","","2017-11-06 10:49:17","","60","urn:uuid:3257ade3-6a54-401d-8e22-e7c0d9bc792f","http://mycoportal.org/portal/collections/individual/index.php?occid=3061594"
"115645","5460350","N/A","","","HumanObservation","","985096","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Marasmiaceae","Campanella olivaceonigra","125739","(E. Horak) T.W. May & A.E. Wood","Campanella","olivaceonigra","","","","","","","","","","Ratkowsky, D. David","","","","2005-03-16","2005","3","16","75","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-43.06666709014209","147.94999495330794","","100","577349.0, 5231344.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","7e9e0174-a547-44dd-b64a-f2ae38f23ac2","105","urn:uuid:901b61af-b4c8-4d5d-acc7-667e7baf940a","http://mycoportal.org/portal/collections/individual/index.php?occid=5460350"
"176592","5523774","N/A","","","HumanObservation","","9142","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Polyporales","Fomitopsidaceae","Piptoporus australiensis","377947","(Wakef.) G. Cunn.","Piptoporus","australiensis","","","","","","","","","","Fungimap Recorder Number: 140","","","","1985-04-28","1985","4","28","118","","28/4/1985","Habitat: Substrate: Host: Further Comments: Slides 4706, 4709 & 4710. TM confirmed ID but noted it was rather yellow.","","","","","","","","","","","","","","","","","","","Australia","Victoria","","","Gippsland: Traralgon South Flora Reserve","","0","","-38.25","146.53333333333333","","","-38.25, 146.53333333333333","","","","","Located on map using description of location from the recorder.","","","","","","","","","","2018-08-23 19:17:58","d01347fe-bc68-4eef-9484-008a1e7c5d31","105","urn:uuid:c8ad1ecb-2f49-471a-8e06-6e7da506c11a","http://mycoportal.org/portal/collections/individual/index.php?occid=5523774"
"172757","5519783","N/A","","","HumanObservation","","109430","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Polyporales","Polyporaceae","Australoporus tasmanicus","109837","(Berk.) P.K. Buchanan & Ryvarden","Australoporus","tasmanicus","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2003-07-17","2003","7","17","198","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.499994","146.450009","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","cab72c78-10bf-4fe3-9a69-bafb7071e346","105","urn:uuid:1082ccf2-409b-4fbc-822a-c04cf39918a1","http://mycoportal.org/portal/collections/individual/index.php?occid=5519783"
"51228","5393334","N/A","","","HumanObservation","","117509","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Hygrophoraceae","Camarophyllopsis","12720","Herink","Camarophyllopsis","","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2004-09-14","2004","9","14","258","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.899987","147.250003","","","","","","","","","","","","","","","","","","2018-08-23 19:18:50","285de871-b76b-4884-944a-e0258fc02b2a","105","urn:uuid:4cee1214-170c-493a-a9a3-cdf7183bfc8a","http://mycoportal.org/portal/collections/individual/index.php?occid=5393334"
"193460","5544537","N/A","","","HumanObservation","","127503","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Polyporales","Fomitopsidaceae","Postia subcaesia","312526","(A. David) Jülich","Postia","subcaesia","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2007-05-26","2007","5","26","146","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.683321","146.666665","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","ea95e83c-ea9e-4587-b3c4-5ebebf437a9d","105","urn:uuid:6fcb5a4f-3ad8-44be-a5de-cb94f1b69e6d","http://mycoportal.org/portal/collections/individual/index.php?occid=5544537"
"4429","2007349","FLAS","","","PreservedSpecimen","2a5c1894-13a9-4c1c-8cbd-cf08d4b16d63","FLAS-F-48430","","Fungi","Fungi Incertae Sedis","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus granulipolaris","252473","Kimbr.","Iodophanus","granulipolaris","","","J. Kimbrough","","","","","sp. nov.","","H. A. Dade","","","","1966-09-00","1966","9","0","","","Sept. 1966","","","On kangaroo dung","","","","","","","","","","","","","","","","","Australia","Victoria","","","Caveat Road","","0","","-37.08657","145.50933","","800","","","","","","","","","","","","","","","","2016-02-19 10:10:30","","13","urn:uuid:2a5c1894-13a9-4c1c-8cbd-cf08d4b16d63","http://mycoportal.org/portal/collections/individual/index.php?occid=2007349"
"80588","5423908","N/A","","","HumanObservation","","GR122534","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Agaricaceae","Lycoperdon perlatum","279143","Pers.","Lycoperdon","perlatum","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2002-06-20","2002","6","20","171","","Thu Jun 20 00:00:00 EST 2002","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Wielangta","","0","","-42.699987","147.849999","","","-42.699987, 147.849999","","","","","","","","","","","","","","","2018-08-23 19:17:58","4fe1119f-291c-4c9c-b243-af6bc9029c5b","105","urn:uuid:d0aa1dbf-2055-44a2-8d62-f1cda658922d","http://mycoportal.org/portal/collections/individual/index.php?occid=5423908"
"125633","5470736","N/A","","","HumanObservation","","1000935","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrocybe graminicolor","244282","(E. Horak) T.W. May & A.E. Wood","Hygrocybe","graminicolor","","","","","","","","","","Ratkowsky, D. David","","","","1998-06-17","1998","6","17","168","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.69999642703314","147.84999487133393","","100","569618.0, 5272149.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","8bf24f7a-c43e-4b95-a403-fc56165f4352","105","urn:uuid:952653e6-bc3e-4435-bfb1-8e09e61ac9c6","http://mycoportal.org/portal/collections/individual/index.php?occid=5470736"
"43763","5385538","N/A","","","HumanObservation","","1023056","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Strophariaceae","Pholiota multicingulata","367266","E. Horak","Pholiota","multicingulata","","","","","","","","","","Ratkowsky, D. David","","","","2005-05-01","2005","5","1","121","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-41.466669337081015","146.21666589884467","","100","434587.0, 5409140.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","1e77db1c-bcc0-46dc-aaa9-04aa14b055c2","105","urn:uuid:f5db0c01-a46b-44d8-8ec5-e0a1fda91f5b","http://mycoportal.org/portal/collections/individual/index.php?occid=5385538"
"194872","5546000","N/A","","","HumanObservation","","128735","","Fungi","Fungi Incertae Sedis","Tremellomycetes","Tremellales","Sirobasidiaceae","Sirobasidium brefeldianum","422363","Möller","Sirobasidium","brefeldianum","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2008-05-27","2008","5","27","148","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-40.94249","145.089169","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","ec86a20a-b348-4cf7-b553-29c7a756e4ce","105","urn:uuid:54ba126c-24d0-4af1-8cec-cfda28269711","http://mycoportal.org/portal/collections/individual/index.php?occid=5546000"
"137269","5482838","CABI","IMI","","HumanObservation","","252013","","Fungi","Fungi Incertae Sedis","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora carrionii","140771","(Trejos) de Hoog, Kwon-Chung & McGinnis","Cladophialophora","carrionii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","0","","","","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","9ba7d536-e26b-4e6a-867f-c92751a1ae0f","105","urn:uuid:ab8a4749-9fac-40c2-afe9-89156c52439d","http://mycoportal.org/portal/collections/individual/index.php?occid=5482838"
"65061","5407738","N/A","","","HumanObservation","","50717","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Russulales","Hericiaceae","Hericium coralloides","184055","(Scop.) Pers.","Hericium","coralloides","","","","","","","","","","Fungimap Recorder Number: 217","","","","2007-06-09","2007","6","9","160","","9/6/2007","Habitat: Rainforest Substrate: On very dead, decorticated log Host: Further Comments:","Rainforest","","","","","","","","","","","","","","","","","","Australia","Queensland","","","McPherson Range","","0","","-28.230833333333333","153.1375","","50","-28.230833333333333, 153.1375","","","","","GPS Device Unknown","","","","","","940.0","","","","2018-08-23 19:17:58","3b1f941e-81ab-48f7-a31a-ddfd9230eac1","105","urn:uuid:e0f50a40-def3-44ab-82f9-d3a913bfed8f","http://mycoportal.org/portal/collections/individual/index.php?occid=5407738"
"40901","5382567","N/A","","","HumanObservation","","12152","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Physalacriaceae","Hymenopellis radicata","639425","(Relhan) R.H. Petersen","Hymenopellis","radicata","","","","","","","","","","Fungimap Recorder Number: 279","","","","1999-04-10","1999","4","10","100","","10/4/1999","Habitat: gully and wet forest Substrate: Host: Further Comments:","gully and wet forest","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Truganini Track","","0","","-42.93333333333333","147.35","","","-42.93333333333333, 147.35","","","","","Map source unknown.","","","","","","220.0","","","","2018-08-23 19:17:58","1aa3351d-b5f4-4084-bdfa-5be9bc9da079","105","urn:uuid:15edc892-7532-4aad-8f48-4c503dbcb319","http://mycoportal.org/portal/collections/individual/index.php?occid=5382567"
"165890","5512649","N/A","","","HumanObservation","","1219659","","Fungi","Fungi Incertae Sedis","Pezizomycetes","Pezizales","Pyronemataceae","Anthracobia muelleri","98159","(Berk.) Rifai","Anthracobia","muelleri","","","","","","","","","","Ratkowsky, D. David","","","","2007-06-01","2007","6","1","152","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.69999642703314","147.84999487133393","","5000","569618.0, 5272149.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","c1841295-8c8a-47d9-bdcc-3a8c0a13f574","105","urn:uuid:0d9df2ed-bfaa-4826-853c-50988e7259a1","http://mycoportal.org/portal/collections/individual/index.php?occid=5512649"
"162839","5509469","N/A","","","HumanObservation","","66000","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Inocybaceae","Crepidotus","13439","(Fr.) Staude","Crepidotus","","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2002-05-18","2002","5","18","138","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-43.366653","146.883332","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","bd5d3322-ae85-4ac3-91fd-b95b4cc9d159","105","urn:uuid:16aba89e-29af-4803-b352-ec32e130219b","http://mycoportal.org/portal/collections/individual/index.php?occid=5509469"
"25470","5366507","N/A","","","HumanObservation","","1218788","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Agaricaceae","Lycoperdon perlatum","279143","Pers.","Lycoperdon","perlatum","","","","","","","","","","Ratkowsky, D. David","","","","2006-06-02","2006","6","2","153","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-43.099997954644635","146.73333683060994","","5000","478300.0, 5228046.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","05f68ee3-03fc-4af7-9182-16f33ce57204","105","urn:uuid:c2489b82-a73e-42b5-b2a2-70221ea53071","http://mycoportal.org/portal/collections/individual/index.php?occid=5366507"
"203818","5555283","N/A","","","HumanObservation","","62273","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Polyporales","Polyporaceae","Pycnoporus coccineus","312674","(Fr.) Bondartsev & Singer","Pycnoporus","coccineus","","","","","","","","","","Fungimap Recorder Number: 1566","","","","2012-06-01","2012","6","1","153","","1/6/2012","Habitat: Substrate: Host: Further Comments:","","","","","","","","","","","","","","","","","","","Australia","Victoria","","","Westgate Park, Todd Road, Melbourne","","0","","-37.83138889","144.9083333","","1000","-37.83138889, 144.9083333","","","","","","","","","","","","","","","2018-08-23 19:17:58","f863a16e-d566-4a4d-9b6e-f8676f482874","105","urn:uuid:ab45af38-d8ae-48bc-b089-856d160c6385","http://mycoportal.org/portal/collections/individual/index.php?occid=5555283"
"75743","5418866","N/A","","","HumanObservation","","GR114792","","Fungi","Fungi Incertae Sedis","Leotiomycetes","Helotiales","Leotiaceae","Leotia lubrica","269222","(Scop.) Pers.","Leotia","lubrica","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2001-06-02","2001","6","2","153","","Sat Jun 02 00:00:00 EST 2001","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Marriotts Falls","","0","","-42.716655","146.65","","","-42.716655, 146.65","","","","","","","","","","","","","","","2018-08-23 19:17:58","49377c68-972d-4af0-ad1e-548a3049fe6d","105","urn:uuid:b0bf6fb1-833b-466f-9d89-70df83b83aff","http://mycoportal.org/portal/collections/individual/index.php?occid=5418866"
"77315","5420502","N/A","","","HumanObservation","","99595","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Clavariaceae","Clavaria zollingeri","142805","Lév.","Clavaria","zollingeri","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2002-03-04","2002","3","4","63","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.916656","147.250009","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","4b606507-4c92-4556-959a-8d119baa20c7","105","urn:uuid:a6e45891-41fa-48d4-8261-321589bd242b","http://mycoportal.org/portal/collections/individual/index.php?occid=5420502"
"87929","5431537","N/A","","","HumanObservation","","102511","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Strophariaceae","Gymnopilus junonius","183870","(Fr.) P.D. Orton","Gymnopilus","junonius","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2002-06-16","2002","6","16","167","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-40.999989","145.666669","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","59ddb7ab-1908-478c-9f77-8cd408d81a27","105","urn:uuid:264063d0-8972-493c-b96a-8c5db9737b28","http://mycoportal.org/portal/collections/individual/index.php?occid=5431537"
"51025","5393118","N/A","","","HumanObservation","","63742","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Polyporales","Ganodermataceae","Amauroderma rude","95661","(Berk.) Torrend","Amauroderma","rude","","","","","","","","","","Fungimap Recorder Number: 534","","","","2014-04-03","2014","4","3","93","","3/4/2014","Habitat: Dry Sclerophyll Forest Substrate: Dead Wood Host: Further Comments:","","","","","","","","","","","","","","","","","","","Australia","New South Wales","","","Murramarang National Park","","0","","-35.68805555555555","150.29083333333332","","1000","-35.68805555555555, 150.29083333333332","","","","","","","","","","","","","","","2018-08-23 19:17:58","281d0936-0ab5-48d3-8047-58013be6fe29","105","urn:uuid:b3bd0ab7-8d72-4e79-b5c4-999c72ffe1d3","http://mycoportal.org/portal/collections/individual/index.php?occid=5393118"
"41342","5383024","N/A","","","HumanObservation","","95883","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Polyporales","Fomitopsidaceae","Postia pelliculosa","389907","(Berk.) Rajchenb.","Postia","pelliculosa","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2001-07-10","2001","7","10","191","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.683327","146.500002","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","1b3964d0-b84b-4033-8cc8-cc3dddc63172","105","urn:uuid:042e2335-0656-48a3-9940-9be21e5925fd","http://mycoportal.org/portal/collections/individual/index.php?occid=5383024"
"18598","6933275","iNaturalist","Observations","","Human Observation","https://www.inaturalist.org/observations/9567899","9567899","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Agaricaceae","Leucocoprinus birnbaumii","185192","(Corda) Singer","Leucocoprinus","birnbaumii","","","","2018-01-23T01:33:49Z","","","","","","smarsh24","","","","2018-01-23","2018","1","23","23","","2018-01-23T08:59","Field Notes - Bright lemon-yellow. Juvenile cap is ovoid then bell-shaped before aging to fairly flat with a small point. Diameter to 60 mm. The cap is covered with yellow scales and the colour tends to fade with age. Gills are yellowy-white. Can be solitary, but usually in clusters after rain or any time in watered pots. It also occurs in rich soil. This pretty little fungus is commonly found emerging in potting compost and organic mulches. It is a cosmopolitan species which grows around the world.","","","","<a href='https://www.inaturalist.org/observations/9567899' target='_blank' style='color: blue;'> Original observation #9567899 (iNaturalist)</a>","","Coordinate uncertainty increased to 28563m at the request of the observer","","","","","","","","","","","","","Australia","Victoria","","","Victoria, AU","","0","","-36.297469","146.257707","","28563","","","","","","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84","","","","","","","","","","2018-05-11 04:01:39","9567899","86","urn:uuid:7439854d-b612-424f-bbc3-a2d0b300abe9","http://mycoportal.org/portal/collections/individual/index.php?occid=6933275"
"23349","5364297","N/A","","","HumanObservation","","1054185","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Russulales","Russulaceae","Russula persanguinea","412436","Cleland","Russula","persanguinea","","","","","","","","","","Ratkowsky, D. David","","","","1999-03-24","1999","3","24","83","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.91666529382557","147.25000478600134","","100","520405.0, 5248409.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","030930f9-c7da-4758-b470-7263e09fcc06","105","urn:uuid:85fe0036-a8af-4482-a019-ef66d4feb2ea","http://mycoportal.org/portal/collections/individual/index.php?occid=5364297"
"81511","5424860","N/A","","","HumanObservation","","35895","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Russulales","Russulaceae","Lactarius eucalypti","257664","O.K. Mill. & R.N. Hilton","Lactarius","eucalypti","","","","","","","","","","Fungimap Recorder Number: 297","","","","2005-05-28","2005","5","28","148","","28/5/2005","Habitat: Substrate: Host: Further Comments:","","","","","","","","","","","","","","","","","","","Australia","New South Wales","","","Near Gosford, Ourimbah, Katandra Reserve.","","0","","-33.36666666666667","151.36666666666667","","1000","-33.36666666666667, 151.36666666666667","","","","","Located on map using description of location from the recorder.","","","","","","40.0","","","","2018-08-23 19:17:58","5132a878-d729-4388-bfef-acd4c530fc93","105","urn:uuid:36022fb6-7afa-4746-b3c4-cd51eb7c1303","http://mycoportal.org/portal/collections/individual/index.php?occid=5424860"
"11010","1940865","DUKE","","","PreservedSpecimen","226293d8-e70b-4d08-8aa0-a2fe6d4ec3cf","","3372","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Tricholomataceae","Collybia eucalyptorum","147682","Cleland","Collybia","eucalyptorum","","","","","","","","","","Rytas Vilgalys","","N. Bougher, M. Runderett, S. Bolsenbroek","","1995-04-29","1995","4","29","119","","4/29/1995","N. bougher at Perth has description data.","old growth eucalypt forest, huge Eucalyptus regnans and E. fastigata","","","","","","","","","","","","","","","","","","Australia","Victoria","","","Snowy River National Park (along Yalmy Rd)","","0","","","","","","","","","","","","","","","","","","","","","2015-01-08 14:04:45","","25","urn:uuid:226293d8-e70b-4d08-8aa0-a2fe6d4ec3cf","http://mycoportal.org/portal/collections/individual/index.php?occid=1940865"
"95338","5439241","N/A","","","HumanObservation","","GR143950","","Fungi","Fungi Incertae Sedis","Leotiomycetes","Helotiales","Helotiaceae","Phaeohelotium baileyanum","648069","Baral & R. Galán","Phaeohelotium","baileyanum","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2005-10-18","2005","10","18","291","","Tue Oct 18 00:00:00 EST 2005","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Warra SST","","0","","-43.099987","146.683338","","","-43.099987, 146.683338","","","","","","","","","","","","","","","2018-08-23 19:17:58","639b0f97-3c2e-41fb-b6f5-04ba90722676","105","urn:uuid:0dcbfcf1-e0ee-4ef5-b3df-24157cf899e2","http://mycoportal.org/portal/collections/individual/index.php?occid=5439241"
"70665","5413565","N/A","","","HumanObservation","","986958","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Coltricia cinnamomea","148312","(Jacq.) Murrill","Coltricia","cinnamomea","","","","","","","","","","Ratkowsky, D. David","","","","2002-05-13","2002","5","13","133","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-43.13333488626262","146.76667211695192","","100","481023.0, 5224352.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","429349a2-aed4-4f57-96d8-ec03532e3b74","105","urn:uuid:9f10659e-4e49-4113-addf-738763406189","http://mycoportal.org/portal/collections/individual/index.php?occid=5413565"
"181113","5531711","N/A","","","HumanObservation","","52897","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Geastrales","Geastraceae","Geastrum triplex","225618","Jungh.","Geastrum","triplex","","","","","","","","","","Fungimap Recorder Number: 178","","","","2011-06-12","2011","6","12","163","","12/6/2011","Habitat: Wet sclerophyll forest. Mountain grey gum Eucalyptus cypellocarpa Substrate: Ground, in grass Host: Further Comments:","","","","","","","","","","","","","","","","","","","Australia","Victoria","","","Bunyip State Park. Mortimer picnic ground and nature trail","","0","","-37.985","145.59472222222223","","1000","-37.985, 145.59472222222223","","","","","","","","","","","","","","","2018-08-23 19:17:58","da56d022-e836-458f-83a8-5c4df0ec3dbb","105","urn:uuid:72273a9f-aa83-4ff0-882c-8390bfe1c659","http://mycoportal.org/portal/collections/individual/index.php?occid=5531711"
"191896","5542917","N/A","","","HumanObservation","","129784","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Amanitaceae","Amanita xanthocephala","95406","(Berk.) D.A. Reid & R.N. Hilton","Amanita","xanthocephala","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2009-06-11","2009","6","11","162","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.616656","147.266668","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","e87c289e-f4e4-407d-8a18-180e00380709","105","urn:uuid:b3756359-c515-4a0c-b33a-f55c4272bf4f","http://mycoportal.org/portal/collections/individual/index.php?occid=5542917"
"134345","5479801","N/A","","","HumanObservation","","982737","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Marasmiaceae","Anthracophyllum archeri","98286","(Berk.) Pegler","Anthracophyllum","archeri","","","","","","","","","","Ratkowsky, D. David","","","","2005-11-16","2005","11","16","320","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-43.06666709014209","147.94999495330794","","100","577349.0, 5231344.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","97ba0750-d9d6-4602-92cf-aa082a21cf0d","105","urn:uuid:ff103322-1690-4177-8580-cf21eab2810a","http://mycoportal.org/portal/collections/individual/index.php?occid=5479801"
"123381","5468397","N/A","","","HumanObservation","","53239","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Mycenaceae","Panellus pusillus","186614","(Pers. ex Lév.) Burds. & O.K. Mill.","Panellus","pusillus","","","","","","","","","","Fungimap Recorder Number: 178","","","","2012-04-22","2012","4","22","113","","22/4/2012","Habitat: EVC Lowland Forest 16: Messmate, Narrow-leaf peppermint, 3 weeks after fire. Substrate: Fallen logs Host: Further Comments:","","","","","","","","","","","","","","","","","","","Australia","Victoria","","","Gembrook. Hansens Creek Track","","0","","-37.875","145.6","","1000","-37.875, 145.6","","","","","","","","","","","","","","","2018-08-23 19:17:58","88fb4a34-b358-429b-aba3-d518b5f70087","105","urn:uuid:fea8e9df-4af4-4692-930f-192f3cf36991","http://mycoportal.org/portal/collections/individual/index.php?occid=5468397"
