"","Record.ID","Catalogue.Number","Taxon.Concept.GUID","Scientific.Name...original","Vernacular.name...original","Scientific.Name","Taxon.Rank","Vernacular.name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Subspecies","Data.Resource.ID","Data.Resource.Name","Institution.ID","Institution","Collection.ID","Collection","Licence","Institution.Code","Collection.Code","Locality","Latitude...original","Longitude...original","Geodetic.datum...original","Latitude","Longitude","Coordinate.Precision","Coordinate.Uncertainty.in.Metres","Country...parsed","State...parsed","Local.Government.Areas","IMCRA.4.Regions","IBRA.7.Regions","Maximum.elevation.in.meters","Minimum.elevation.in.meters","Minimum.depth.in.meters","Maximum.depth.in.meters","Individual.count","Collector","Year","Month","Day","Event.Date...parsed","Verbatim.event.date","Basis.Of.Record...original","Basis.Of.Record","Occurrence.status","Sex","Preparations","Outlier.for.layer","Taxonomic.Quality","Location.Quality"
"355142","8020feb2-9b84-46cb-8c74-eccda2bdb01d","MEL 0266688A","c8a6f6d0-43ed-449f-9880-09e52e2d5d4f","Chamonixia vittatispora","","Chamonixia vittatispora","species","","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Chamonixia","Chamonixia vittatispora","","dr376","MEL AVH data","in21","Royal Botanic Gardens Victoria","co55","National Herbarium of Victoria","CC-BY 3.0 (Au)","MEL","MEL","Alpine National Park, junction of Black Mountain Road and Rams Horn Track, (North-east side). Claridge Site 78.",-36.9272,148.1375,"",-36.9272,148.1375,NA,1000,"Australia","Victoria","East Gippsland (S)","","Australian Alps",NA,NA,NA,NA,"","Colgan, W.W., III",1996,5,23,"1996-05-23","","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","true"
"265419","7c5536f6-b579-4c6a-80cd-247e3575166f","8839","b521e32c-4af4-4ece-9f0d-6779e0caaa32","Mycena interrupta","","Mycena interrupta","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","Mycena interrupta","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","East Gippsland: Martins Creek rainforest area, adjacent to the Bonang Road",-37.4352777777778,148.595,"EPSG:4326",-37.4352777777778,148.595,NA,50,"Australia","Victoria","East Gippsland (S)","","South East Corner",NA,NA,NA,NA,"","Fungimap Recorder Number: 212",2002,3,29,"2002-03-29","29/3/2002","HumanObservation","HumanObservation","present","","","","true","false"
"239133","ba2af09f-a770-47c7-8741-2b22e7690a35","48328","NZOR-4-76708","Tremella mesenterica","","Tremella mesenterica","species","Yellow Brain","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Tremella","Tremella mesenterica","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Blue Mountains, Hazelbrook, Terrace Falls.",-33.6919444444444,150.448888888889,"EPSG:4326",-33.6919444444444,150.448888888889,NA,1000,"Australia","New South Wales","Blue Mountains (C)","","Sydney Basin",NA,NA,NA,NA,"","Fungimap Recorder Number: 297",2008,4,12,"2008-04-12","12/4/2008","HumanObservation","HumanObservation","present","","","","true","true"
"48483","e92b870f-c282-4cc7-ad25-c261f0c2f77f","51246","NZOR-4-103463","Mucronella pendula","","Mucronella pendula","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Mucronella","Mucronella pendula","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Mt Field National Park, Horse-shoe Falls Track.",-42.6813888888889,146.714166666667,"EPSG:4326",-42.6813888888889,146.714166666667,NA,1000,"Australia","Tasmania","Derwent Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","Fungimap Recorder Number: 1465",2010,7,31,"2010-07-31","31/7/2010","HumanObservation","HumanObservation","present","","","","true","true"
"190203","aefb38a7-0735-4a1e-94ea-2f1c8691692f","CANB 746234.1","4bdc7145-4ec8-40b7-9c08-de2f3821277c","Geastrum australe Berk.","","Geastrum australe","species","","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum australe","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CANB","Riverina, Savernake Station, Horse Paddock, 26.5 km N of Mulwala, SANDS site 8.",-35.7333,146.05,"",-35.7333,146.05,NA,1000,"Australia","New South Wales","Corowa Shire (A)","","Riverina",NA,NA,NA,NA,"","Trappe, J.",2000,6,28,"2000-06-28","","PreservedSpecimen","PreservedSpecimen","present","","boxed","","true","true"
"283509","70eefb41-5816-46b6-a017-7b1108724444","HO 557682","NZOR-4-29589","Pertusaria  pertractata Stirt.","","Pertusaria","genus","","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Pertusariaceae","Pertusaria","","","dr10574","HO AVH data","in25","Tasmanian Museum and Art Gallery","co60","Tasmanian Herbarium","CC-BY 3.0 (Au)","HO","HO","Lake Dobson, Mt Field National Park",-42.683333,146.583333,"",-42.683333,146.583333,NA,1000,"Australia","Tasmania","Derwent Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","James, P.W.",1963,3,27,"1963-03-27","27 Mar 1963","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","true"
"488474","0476e022-55c0-49a3-8440-50ac1510ebec","BRI AQ0685191","NZOR-4-18534","Buellia disciformis (Fr.) Mudd","","Buellia disciformis","species","","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Physciaceae","Buellia","Buellia disciformis","","dr2287","BRI AVH data","in42","Queensland Department of Environment and Science","co49","Queensland Herbarium","CC-BY 3.0 (Au)","BRI","Herbrecs","KALINGA PARK, NEAR PARK ROAD ENTRANCE, KALINGA",-27.4083333333,153.0583333333,"AGD66",-27.4068727139,153.0591243652,NA,1600,"Australia","Queensland","Brisbane (C)","","South Eastern Queensland",NA,NA,NA,NA,"","Rogers, R.",1975,5,13,"1975-05-13","1975-05-13","PreservedSpecimen","PreservedSpecimen","present","","sheet","","true","true"
"297394","99681c88-d65c-48fc-96b5-ed72db7f1133","PERTH 6613128","NZOR-4-105945","Xanthoparmelia luteonotata (J.Steiner) O.Blanco, A.Crespo, Elix, D.Hawksw. & Lumbsch","","Xanthoparmelia luteonotata","species","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Xanthoparmelia","Xanthoparmelia luteonotata","","dr376","MEL AVH data","in33","Western Australia, Department of Biodiversity, Conservation and Attractions","co75","Western Australian Herbarium","CC-BY 3.0 (Au)","PERTH","PERTH","Dundas Rock, SE of Norseman",-32.24621209,121.83313228,"GDA94",-32.2462120891,121.83313228,NA,100,"Australia","Western Australia","Dundas (S)","","Coolgardie",NA,NA,NA,NA,"","Cranfield, R.J.",2004,5,10,"2004-05-10","10 May 2004","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"420864","36d0339f-0f07-4388-ad40-60e1599129e5","100884","55540a28-3fc6-454d-a191-8e931d8e95c2","Fomes hemitephrus","","Fomes hemitephrus","species","","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Fomes","Fomes hemitephrus","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Growling Swallet",-42.683327,146.500002,"",-42.683327,146.500002,NA,NA,"Australia","Tasmania","Derwent Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",NA,NA,NA,"","","Observation","HumanObservation","present","","","","true","true"
"319334","9f8933b7-92bf-4bfb-a747-df4a4271e7df","GR112972","NZOR-4-17653","Gymnopilus junonius","","Gymnopilus junonius","species","Giant Flamecap","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Gymnopilus","Gymnopilus junonius","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Inala property, Bruny Island",-43.39999,147.249999,"EPSG:4326",-43.39999,147.249999,NA,NA,"Australia","Tasmania","Kingborough (M)","","Tasmanian South East",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",2001,4,7,"2001-04-07","Sat Apr 07 00:00:00 EST 2001","HumanObservation","HumanObservation","present","","","","true","true"
"182322","b3f2eb07-85ea-459b-954e-de56ee8da974","CANB 667250.1","NZOR-4-55175","Coccocarpia erythroxyli (Spreng.) Swinscow & Krog","","Coccocarpia erythroxyli","species","","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Coccocarpiaceae","Coccocarpia","Coccocarpia erythroxyli","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CANB","Big Tableland, 26 km S of Cooktown.",-15.7167,145.2833,"",-15.7167,145.2833,NA,1000,"Australia","Queensland","Cook (S)","","Wet Tropics",610,610,NA,NA,"","Elix, J.A.",1984,7,4,"1984-07-04","","PreservedSpecimen","PreservedSpecimen","present","","vertical","","true","true"
"76073","dfffe036-c933-4bde-87e1-cea343668c04","PERTH 3877345","NZOR-4-53226","Xanthoparmelia arapilensis (Elix & P.M. Armstr.) Filson","","Xanthoparmelia arapilensis","species","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Xanthoparmelia","Xanthoparmelia arapilensis","","dr376","MEL AVH data","in33","Western Australia, Department of Biodiversity, Conservation and Attractions","co75","Western Australian Herbarium","CC-BY 3.0 (Au)","PERTH","PERTH","7 miles SE of Mullewa",-28.61138889,115.59888889,"GDA94",-28.6113888892,115.59888889,NA,3000,"Australia","Western Australia","Mullewa (S)","","Avon Wheatbelt",NA,NA,NA,NA,"","Pitts, C.",1973,7,9,"1973-07-09","9 Jul 1973","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"207190","c3e4f497-71d6-4935-ba4f-2c2d3f9f9e2a","87977","urn:lsid:indexfungorum.org:names:4973","Scutellinia sp.","","Scutellinia","genus","","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Scutellinia","","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Myrtle Forest",-42.866653,147.150008,"",-42.866653,147.150008,NA,NA,"Australia","Tasmania","Derwent Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",2000,4,10,"2000-04-10","","Observation","HumanObservation","present","","","","true","true"
"355504","667ea174-7c6a-4ec8-b71f-4241b9c2d976","32413","9e396944-1d26-4895-afce-8219ded08f38","Amanita xanthocephala","","Amanita xanthocephala","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita xanthocephala","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","June Road, Sutton Forest Block",-34.4611111111111,116.338888888889,"EPSG:4326",-34.4611111111111,116.338888888889,NA,50,"Australia","Western Australia","Manjimup (S)","","Warren",NA,NA,NA,NA,"1","Fungimap Recorder Number: 720",2002,7,30,"2002-07-30","30/7/2002","HumanObservation","HumanObservation","present","","","","true","true"
"70148","e3fcd42d-553b-4f53-880a-cbd4dffb2f1f","59704","urn:lsid:indexfungorum.org:names:18677","Tricholoma aff. terreum","","Tricholoma","genus","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Mt. Wellington, S.E. Tracks",-42.916656,147.250009,"",-42.916656,147.250009,NA,NA,"Australia","Tasmania","Hobart (C)","","Tasmanian South East",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",2001,6,12,"2001-06-12","","Observation","HumanObservation","present","","","","true","true"
"427651","510af4d4-6d9c-450d-95b5-d6b2976274f6","AD-C 50942","4d695393-858a-445f-a003-4edcec877768","Ileodictyon gracile Berk.","","Ileodictyon gracile","species","","Fungi","Basidiomycota","Agaricomycetes","Phallales","Phallaceae","Ileodictyon","Ileodictyon gracile","","dr376","MEL AVH data","in41","Department of Environment, Water and Natural Resources","co48","State Herbarium of South Australia","CC-BY 3.0 (Au)","AD","AD-C","Ferries McDonald CP",-35.236667,139.120278,"AGD84",-35.2353905709,139.121376088,NA,150,"Australia","South Australia","Murray Bridge (RC)","","Murray Darling Depression",60,60,NA,NA,"","Catcheside, P.S. | Catcheside, D.E.A.",2000,5,28,"2000-05-28","28 May 2000","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"483157","350dda79-504b-4d4e-b1eb-906604cf24f1","88075","NZOR-4-103995","Oudemansiella radicata","","Hymenopellis radicata","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Hymenopellis","Hymenopellis radicata","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Junee Caves",-42.733322,146.600004,"",-42.733322,146.600004,NA,NA,"Australia","Tasmania","Derwent Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",2000,4,15,"2000-04-15","","Observation","HumanObservation","present","","","","true","true"
"422858","2d6223a7-a168-492a-b2ad-51a71eec257e","CBG 9203182.1","NZOR-4-34107","Psoroma Ach. ex Michx.","","Psoroma","genus","","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae","Psoroma","","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CBG","Stewarts Brook State Forest, Polblue Picnic Area, near Polblue Swamp.",-31.9333,151.4333,"",-31.9333,151.4333,NA,1000,"Australia","New South Wales","Upper Hunter Shire (A)","","NSW North Coast",1500,1500,NA,NA,"","Lumbsch, H.T.",1991,6,23,"1991-06-23","","PreservedSpecimen","PreservedSpecimen","present","","vertical","","true","true"
"447381","1b82c77b-04b8-47a1-ac45-5a74b97f8e6a","58697","61895931-343b-47cc-b12a-2c8589c71e73","Hypholoma fasciculare","","Hypholoma fasciculare","species","Sulphur Tuft","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Hypholoma","Hypholoma fasciculare","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Mt. Wellington, S.E. Tracks",-42.916656,147.250009,"",-42.916656,147.250009,NA,NA,"Australia","Tasmania","Hobart (C)","","Tasmanian South East",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",NA,NA,NA,"","","Observation","HumanObservation","present","","","","true","true"
"182498","b2eed865-ea88-4a97-a591-2550d103422c","","NZOR-4-23739","","","Baeomycetaceae","family","","Fungi","Ascomycota","Lecanoromycetes","Baeomycetales","Baeomycetaceae","","","","dr360","Encyclopedia of Life Images - Flickr Group","","","","","Creative Commons - license at record level","","","",NA,NA,"",NA,NA,NA,NA,"Australia","","","","",NA,NA,NA,NA,"","VanessaRyan",2014,7,2,"2014-07-02","","Image","Image","present","","","","true",""
"268443","a42a4425-d28a-43f4-b268-49f1fbbcca30","101751","80be81de-6f6e-43f6-aa13-61ce77dfcc2e","Mycena austrofilopes","","Mycena austrofilopes","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","Mycena austrofilopes","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Mt. Field, Falls Loop",-42.683323,146.7,"",-42.683323,146.7,NA,NA,"Australia","Tasmania","Derwent Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",2002,5,28,"2002-05-28","","Observation","HumanObservation","present","","","","true","false"
"223622","a6b6c169-c14d-4870-9513-b427c107098b","58488","6afb14cb-ffde-4226-8d75-1b1adee237c6","Entoloma asprellopsis","","Entoloma asprellopsis","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma asprellopsis","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Growling Swallet",-42.683327,146.500002,"",-42.683327,146.500002,NA,NA,"Australia","Tasmania","Derwent Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",NA,NA,NA,"","","Observation","HumanObservation","present","","","","true","true"
"405178","78cae164-1bfa-4958-ad9f-957957d0bd01","54185","828eedbb-7d36-4f2f-8b61-46d5c3408d12","Mycena austrororida","","Roridomyces austrororidus","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Roridomyces","Roridomyces austrororidus","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Greater Otway National Park, Maits Rest.",-38.7561111111111,143.554444444444,"EPSG:4326",-38.7561111111111,143.554444444444,NA,1000,"Australia","Victoria","Colac-Otway (S)","","South Eastern Highlands",NA,NA,NA,NA,"","Fungimap Recorder Number: 178",2011,4,29,"2011-04-29","29/4/2011","HumanObservation","HumanObservation","present","","","","true","true"
"344727","6ca353ed-b98f-4338-bb6d-5f0026a2c528","PERTH 8969868","75306594-996b-4a91-81b3-4130dfe48b76","Dermocybe erythrocephala","","Cortinarius erythrocephalus","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius erythrocephalus","","dr376","MEL AVH data","in33","Western Australia, Department of Biodiversity, Conservation and Attractions","co75","Western Australian Herbarium","CC-BY 3.0 (Au)","PERTH","PERTH","William Bay Road, Location 2466 adjoining William Bay National Park",-34.993611,117.22,"GDA94",-34.9936109991,117.22,NA,3000,"Australia","Western Australia","Denmark (S)","","Warren",NA,NA,NA,NA,"","Syme, K.",1995,6,15,"1995-06-15","15 Jun 1995","PreservedSpecimen","PreservedSpecimen","present","","","el889","true","true"
"137388","a5fb3810-b20a-4e73-a055-5bb1424da1cd","PERTH 8481911","NZOR-4-12642","Cladia muelleri (Hampe) Parnmen & Lumbsch","","Cladia muelleri","species","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladia","Cladia muelleri","","dr376","MEL AVH data","in33","Western Australia, Department of Biodiversity, Conservation and Attractions","co75","Western Australian Herbarium","CC-BY 3.0 (Au)","PERTH","PERTH","Billyacatting Hill",-31.05,118.02333333,"GDA94",-31.0499999992,118.02333333,NA,3000,"Australia","Western Australia","Trayning (S)","","Avon Wheatbelt",NA,NA,NA,NA,"","Cranfield, R.J.",2010,10,14,"2010-10-14","14 Oct 2010","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"381121","875968f2-6d85-4aea-a35e-3e45623efee8","128352","8a1aaf19-e8a0-4e9c-9675-85eaab46bca9","Bisporella citrina","","Bisporella citrina","species","Lemon Disco","Fungi","Ascomycota","Leotiomycetes","Helotiales","","Bisporella","Bisporella citrina","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Big Tree Reserve (nr Dip Falls)",-41.049994,145.366666,"",-41.049994,145.366666,NA,NA,"Australia","Tasmania","Circular Head (M)","","Tasmanian Northern Slopes",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",2008,4,18,"2008-04-18","","Observation","HumanObservation","present","","","","true","true"
"234028","044a111d-1a26-45d5-8059-19d9d545229a","CANB 601001.1","urn:lsid:indexfungorum.org:names:18706","Tyromyces P.Karst.","","Tyromyces","genus","","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Tyromyces","","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CANB","4 km SSE of Mt Rufus.",-42.1667,146.1167,"",-42.1667,146.1167,NA,10000,"Australia","Tasmania","Central Highlands (M)","","Tasmanian Central Highlands",800,800,NA,NA,"","Lawrence, J.F.",1980,1,28,"1980-01-28","","PreservedSpecimen","PreservedSpecimen","present","","vertical","","true","true"
"8004","ffeda4cf-b1ae-48d8-803b-ced263b53cc2","1056727","NZOR-4-43554","Stereum hirsutum","","Stereum hirsutum","species","Hairy Curtain Crust","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum hirsutum","","dr710","Tasmanian Natural Values Atlas","","","","","CC-BY","","","",-42.900002728483,147.316669057755,"EPSG:4326",-42.900002728483,147.316669057755,NA,100,"Australia","Tasmania","Hobart (C)","","Tasmanian South East",NA,NA,NA,NA,"","David Ratkowsky (2589),G Gates (7518)",2000,10,27,"2000-10-27","","Sighting","HumanObservation","present","","","","true","true"
"207577","6dddd0a5-118c-4f82-bb9a-de511ed48d0e","MEL 1053611A","1904b674-3420-45c2-8236-2b80f5eb59d2","Mesophellia rava","","Mesophellia rava","species","","Fungi","Basidiomycota","Agaricomycetes","Hysterangiales","Mesophelliaceae","Mesophellia","Mesophellia rava","","dr376","MEL AVH data","in21","Royal Botanic Gardens Victoria","co55","National Herbarium of Victoria","CC-BY 3.0 (Au)","MEL","MEL","NW district. Wyperfeld National Park, NW corner.",-35.4167,141.75,"",-35.4167,141.75,NA,25000,"Australia","Victoria","Mildura (RC)","","Murray Darling Depression",NA,NA,NA,NA,"","Saunders, D.",1969,8,NA,"1969-08-01","","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","true"
"274265","45d7f8fd-207e-44b8-bbba-426eda6f51c4","CBG 7809502.1","NZOR-4-11952","Physma A.Massal.","","Physma","genus","","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Collemataceae","Physma","","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CBG","North coast: Mount Boss State Forest, Forbes River, 51 km Nw of Wauchope.",-31.1,152.35,"",-31.1,152.35,NA,5000,"Australia","New South Wales","Kempsey (A)","","NSW North Coast",1060,1060,NA,NA,"","Verdon, D.",1978,10,20,"1978-10-20","","PreservedSpecimen","PreservedSpecimen","present","","vertical","","true","true"
